anonymization_strategy,retrieval_method,question,ground_truth,retrieved_context_snippet,model_answer
Placeholder,dense_numpy,Who was Alfred S brown?,a Western Union superintendent,"Earlier papers studying problems solvable by Turing machines with specific bounded resources include  [PERSON] definition of linear bounded automata (Myhill 1960), [PERSON] study of rudimentary sets (",a pioneer in the field from the USSR
Placeholder,dense_numpy,Where would profits go in this new company?,"⅓ to Tesla, ⅓ to Peck and Brown, and ⅓ to fund development","For the first time, the Super Bowl 50 Host Committee and the NFL have openly sought disabled veteran and lesbian, gay, bisexual and transgender-owned businesses in Business Connect, the Super Bowl pro","through sponsors including Apple, Google, Yahoo!, Intel, Gap, Chevron, and Dignity Health"
Placeholder,dense_numpy,Where was a lab for Tesla set up?,Manhattan,"On 17 May 1899, Tesla moved to Colorado Springs, where he would have room for his high-voltage, high-frequency experiments; his lab was located near Foote Ave. and Kiowa St. He chose this location bec",Colorado Springs
Placeholder,dense_numpy,Who else did Tesla make the acquaintance of in 1886?,Charles F. Peck,"In late 1886 Tesla met [PERSON], a Western Union superintendent, and New York attorney [PERSON]. The two men were experienced in setting up companies and promoting inventions and patents for financial","[PERSON], a Western Union superintendent, and New York attorney [PERSON]"
Placeholder,dense_numpy,Where was Tesla's new lab?,89 Liberty Street in Manhattan,"On 17 May 1899, Tesla moved to Colorado Springs, where he would have room for his high-voltage, high-frequency experiments; his lab was located near Foote Ave. and Kiowa St. He chose this location bec",Colorado Springs
Placeholder,dense_numpy,Who was Thomas Commerford Martin?,editor of Electrical World magazine,"When finally [PERSON] the Confessor returned from his father's refuge in 1041, at the invitation of his half-brother [PERSON], he brought with him a [PERSON]-educated mind. He also brought many [PERSO",archbishop of Canterbury
Placeholder,dense_numpy,Who arranged for Tesla to demonstrate his system at the IEEE?,Thomas Commerford Martin,"Tesla went on to pursue his ideas of wireless lighting and electricity distribution in his high-voltage, high-frequency power experiments in New York and Colorado Springs, and made early (1893) pronou",Wardenclyffe Tower
Placeholder,dense_numpy,Who edited Electrical World magazine?,Thomas Commerford Martin,"In 1888, the editor of Electrical World magazine, [PERSON] (a friend and publicist), arranged for Tesla to demonstrate his alternating current system, including his induction motor, at the American In",[PERSON]
Placeholder,dense_numpy,Who wanted to acquire patents an AC motor.,George Westinghouse,"Tesla's demonstration of his induction motor and Westinghouse's subsequent licensing of the patent, both in 1888, put Tesla firmly on the ""AC"" side of the so-called ""War of Currents,"" an electrical di",Westinghouse
Placeholder,dense_numpy,Who other than Tesla did Westinghouse consider for the patents?,Galileo Ferraris,"The mid 1890s saw the conglomerate General Electric, backed by financier [PERSON], involved in takeover attempts and patent battles with Westinghouse Electric. Although a patent-sharing agreement was ",Westinghouse Electric
Placeholder,dense_numpy,What was the name of Westinghouse's company?,Westinghouse Electric & Manufacturing Company,"The mid 1890s saw the conglomerate General Electric, backed by financier [PERSON], involved in takeover attempts and patent battles with Westinghouse Electric. Although a patent-sharing agreement was ",General Electric
Placeholder,dense_numpy,Who hired Tesla in 1888?,George Westinghouse,"In late 1886 Tesla met [PERSON], a Western Union superintendent, and New York attorney [PERSON]. The two men were experienced in setting up companies and promoting inventions and patents for financial",[PERSON]
Placeholder,dense_numpy,In which city was Tesla's consultant job for Westinghouse?,Pittsburgh,"In July 1888, [PERSON] and [PERSON] negotiated a licensing deal with [PERSON] for Tesla's polyphase induction motor and transformer designs for $60,000 in cash and stock and a royalty of $2.50 per AC ",Pittsburgh
Placeholder,dense_numpy,Where did Tesla work in 1888?,Pittsburgh,"In 1882, Tesla began working for the Continental Edison Company in France, designing and making improvements to electrical equipment. In June 1884, he relocated to New York City:57–60 where he was hir",Edison Machine Works on Manhattan's lower east side
Placeholder,dense_numpy,Who was the War of Currents waged between? ,Thomas Edison and George Westinghouse,"A few years after the First Crusade, in 1107, the Normans under the command of [PERSON], [PERSON]'s son, landed in [PERSON] and besieged Dyrrachium using the most sophisticated military equipment of t","the Normans under the command of [PERSON], [PERSON]'s son, landed in [PERSON] and besieged Dyrrachium using the most sophisticated military equipment of the time, but to no avail. Meanwhile, they occupied Petrela, the citadel of [PERSON] at the banks of the river [PERSON], Gllavenica (Ballsh), [PERSON] and Jericho. This time, the Albanians sided with the Normans, dissatisfied by the heavy taxes the Byzantines had imposed upon them. With their help, the Normans secured the Arbanon passes and opened their way to Dibra. The lack of supplies, disease and Byzantine resistance forced [PERSON] to retreat from his campaign and sign a peace treaty with the Byzantines in the city of Deabolis."
Placeholder,dense_numpy,Who was Westinghouse's chief rival?,Thomas Edison,"The mid 1890s saw the conglomerate General Electric, backed by financier [PERSON], involved in takeover attempts and patent battles with Westinghouse Electric. Although a patent-sharing agreement was ",General Electric
Placeholder,dense_numpy,Who took control of Edison's company.,General Electric,"After leaving Edison's company Tesla partnered with two businessmen in 1886, [PERSON] and [PERSON], who agreed to finance an electric lighting company in Tesla's name, Tesla Electric Light & Manufactu",[PERSON] and [PERSON]
Placeholder,dense_numpy,"In 1893, who won the bid to light the World's Columbian Exposition?",George Westinghouse,"In 1893, [PERSON] won the bid to light the 1893 World's Columbian Exposition in Chicago with alternating current, beating out a General Electric bid by one million dollars. This World's Fair devoted a",[PERSON]
Placeholder,dense_numpy,Where was the 1893 World's Columbian Exposition held?,Chicago,"In 1893, [PERSON] won the bid to light the 1893 World's Columbian Exposition in Chicago with alternating current, beating out a General Electric bid by one million dollars. This World's Fair devoted a",Chicago
Placeholder,dense_numpy,Who did George Westinghouse beat out to light the World's Columbian Exposition?,General Electric,"In 1893, [PERSON] won the bid to light the 1893 World's Columbian Exposition in Chicago with alternating current, beating out a General Electric bid by one million dollars. This World's Fair devoted a",General Electric
Placeholder,dense_numpy,Who outbid General Electric to provide light to the World's Columbian Exposition?,George Westinghouse,"In 1893, [PERSON] won the bid to light the 1893 World's Columbian Exposition in Chicago with alternating current, beating out a General Electric bid by one million dollars. This World's Fair devoted a",[PERSON]
Placeholder,dense_numpy,Where did the Exposition take place?,Chicago,"Nearby, in [PERSON] (the Saxon Garden), the Summer Theatre was in operation from 1870 to 1939, and in the inter-war period, the theatre complex also included [PERSON], Warsaw's first literary cabaret,","[PERSON] (the Saxon Garden), the Summer Theatre was in operation from 1870 to 1939, and in the inter-war period, the theatre complex also included [PERSON], Warsaw's first literary cabaret, and [PERSON] musical theatre Melodram. [PERSON] Theatre (1922–26), was the best example of ""Polish monumental theatre"
Placeholder,dense_numpy,Who headed the Niagara Falls Cataract Construction Company in 1893?,Richard Dean Adams,"In 1893 [PERSON], who headed up the Niagara Falls Cataract Construction Company sought Tesla's opinion on what system would be best to transmit power generated at the falls. Over several years there h",[PERSON]
Placeholder,dense_numpy,Who was the head of the company?,Richard Dean Adams,"After leaving Edison's company Tesla partnered with two businessmen in 1886, [PERSON] and [PERSON], who agreed to finance an electric lighting company in Tesla's name, Tesla Electric Light & Manufactu",Edison
Placeholder,dense_numpy,Who financed General Electric's attempts to takeover Westinghouse?,J. P. Morgan,"The mid 1890s saw the conglomerate General Electric, backed by financier [PERSON], involved in takeover attempts and patent battles with Westinghouse Electric. Although a patent-sharing agreement was ",[PERSON]
Placeholder,dense_numpy,Where was Tesla's laboratory established?,New York,"On 17 May 1899, Tesla moved to Colorado Springs, where he would have room for his high-voltage, high-frequency experiments; his lab was located near Foote Ave. and Kiowa St. He chose this location bec",Colorado Springs
Placeholder,dense_numpy,Who was Tesla trying to photograph when he accidentally took the X-Ray image?,Mark Twain,"Starting in 1894, Tesla began investigating what he referred to as radiant energy of ""invisible"" kinds after he had noticed damaged film in his laboratory in previous experiments (later identified as ",[PERSON] illuminated by a [PERSON] tube
Placeholder,dense_numpy,where do plasma waves occur? ,force-free magnetic fields,"Tesla noted the hazards of working with his circuit and single-node X-ray-producing devices. In his many notes on the early investigation of this phenomenon, he attributed the skin damage to various c",force-free magnetic fields
